,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,TEMP_CORD
6291,73189,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,774,50,,A5,"11 ROOSEVELT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,1784.0,1008.0,2001.0,1,A5,650000,2023-10-13,"40.6064163,-74.1328326"
6292,73190,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,774,79,,A5,"629A WESTWOOD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,902.0,1057.0,1988.0,1,A5,348450,2023-03-17,"40.6059497,-74.13217259999999"
6293,73191,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,775,2,,A5,"447 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2665.0,1248.0,1970.0,1,A5,10,2023-08-31,"40.60399109999999,-74.13333209999999"
6294,73192,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,778,77,,A1,"165 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3560.0,2000.0,1930.0,1,A1,270000,2023-06-12,"40.6073131,-74.1368646"
6295,73193,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,780,30,,A5,"314 KELL AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3434.0,1570.0,1975.0,1,A5,730000,2023-02-22,"40.6052118,-74.1352016"
6296,73194,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,780,31,,A5,"312 KELL AVE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3212.0,1570.0,1975.0,1,A5,720000,2023-01-03,"40.6052682,-74.13525899999999"
6297,73195,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,780,40,,A5,"712 WESTWOOD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2929.0,1800.0,1975.0,1,A5,0,2023-04-19,"40.6057215,-74.1351099"
6298,73196,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,780,63,,A5,"275 KELL AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,1420.0,981.0,1991.0,1,A5,560000,2022-12-21,"40.6061603,-74.1346511"
6299,73197,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,780,134,,A1,"725 HARRIS AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,5111.0,2280.0,1970.0,1,A1,0,2023-08-10,"40.6044552,-74.1358095"
6300,73198,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,782,8,,A5,"220 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2884.0,1420.0,1970.0,1,A5,654650,2023-06-30,"40.605672,-74.137227"
6301,73199,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,782,72,,A5,"1141 WILLOWBROOK ROAD, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2430.0,1440.0,1970.0,1,A5,0,2023-07-26,"40.6036616,-74.1356718"
6302,73200,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,785,32,,A1,"164 MARTIN AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2142.0,1965.0,1,A1,998000,2023-09-14,"40.6071123,-74.1401218"
6303,73201,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,785,65,,A2,"697 WOOLLEY AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1884.0,1965.0,1,A2,830000,2023-08-21,"40.6059251,-74.1404888"
6304,73202,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,785,77,,A2,"673 WOOLLEY AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1884.0,1965.0,1,A2,790000,2023-08-22,"40.6065832,-74.1404888"
6305,73203,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,787,1,,A1,"1027 WILLOWBROOK ROAD, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4300.0,2180.0,1965.0,1,A1,820000,2023-10-16,"40.6034028,-74.1387914"
6306,73204,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,788,83,,A1,"247 ARDMORE AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2504.0,1965.0,1,A1,950000,2023-02-13,"40.6048675,-74.1384703"
6307,73205,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,788,85,,A1,"243 ARDMORE AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2504.0,1965.0,1,A1,0,2023-03-21,"40.6049836,-74.1384703"
6308,73206,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,788,87,,A1,"239 ARDMORE AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2504.0,1965.0,1,A1,0,2023-08-24,"40.6050997,-74.1384703"
6309,73207,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,795,51,,A2,"703 WILLOWBROOK ROAD, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4680.0,1296.0,1960.0,1,A2,595000,2023-09-27,"40.60737,-74.1471291"
6310,73208,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,795,78,,A1,"668 STEWART AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3936.0,2840.0,1980.0,1,A1,965000,2023-07-05,"40.6069168,-74.1467277"
6311,73209,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,795,103,,A9,"1019 WESTWOOD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3232.0,1520.0,1975.0,1,A9,670000,2023-08-22,"40.60618849999999,-74.1458085"
6312,73210,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,821,69,,A5,"161 ROOSEVELT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2750.0,1580.0,2005.0,1,A5,735000,2023-06-07,"40.602449,-74.13209599999999"
6313,73211,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,821,132,,A5,"356 BRADLEY AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2466.0,1312.0,1988.0,1,A5,0,2023-04-18,"40.6022897,-74.13162319999999"
6314,73212,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,822,37,,A5,"180 ROOSEVELT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2000.0,1202.0,2012.0,1,A5,650000,2023-02-27,"40.601867,-74.1325619"
6315,73213,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,823,12,,A2,"512 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,864.0,1960.0,1,A2,0,2023-02-05,"40.6031781,-74.1336074"
6316,73214,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,823,18,,A5,"524 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2000.0,1636.0,1998.0,1,A5,0,2022-12-01,"40.60286800000001,-74.133611"
6317,73215,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,823,41,,A5,"576 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,1920.0,1100.0,2007.0,1,A5,0,2023-07-07,"40.6015469,-74.133399"
6318,73216,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,824,37,,A9,"312 HAROLD STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2548.0,1088.0,1988.0,1,A9,426000,2022-12-30,"40.6012549,-74.1316634"
6319,73217,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,19,,A1,"60 FILLMORE AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1440.0,1965.0,1,A1,300000,2023-01-04,"40.6027134,-74.1344332"
6320,73219,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,41,,A1,"102 FILLMORE AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3800.0,1920.0,1965.0,1,A1,775000,2023-06-23,"40.6015327,-74.1342955"
6321,73220,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,64,,A1,"69 BIRCHARD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1440.0,1965.0,1,A1,670000,2023-06-05,"40.6022294,-74.13484609999999"
6322,73221,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,73,,A1,"49 BIRCHARD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1632.0,1965.0,1,A1,0,2023-10-19,"40.6027843,-74.1349378"
6323,73222,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,77,,A1,"41 BIRCHARD AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,1632.0,1965.0,1,A1,0,2023-10-04,"40.6030165,-74.1349378"
6324,73223,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,827,19,,A9,"34 TAFT COURT, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2500.0,1512.0,1970.0,1,A9,703500,2023-06-28,"40.6029553,-74.1363314"
6325,73224,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1965,76,,A5,"83 GWENN LOOP, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,1610.0,1200.0,2005.0,1,A5,625000,2023-08-18,"40.5891303,-74.14426499999999"
6326,73225,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1970,21,,A3,"41 WALCOTT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,11271.0,3600.0,1980.0,1,A3,1670000,2023-09-13,"40.5969814,-74.1349492"
6327,73226,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1970,54,,A5,"54 ROANOKE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2332.0,1456.0,1980.0,1,A5,665000,2023-06-27,"40.5972834,-74.13463329999999"
6328,73227,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1970,72,,A5,"22 ROANOKE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2332.0,1456.0,1980.0,1,A5,0,2023-03-21,"40.5972698,-74.1335831"
6329,73228,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1972,14,,A5,"70 OAKVILLE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2500.0,2050.0,1988.0,1,A5,0,2023-04-07,"40.5987131,-74.1335156"
6330,73229,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1972,58,,A5,"16 OAKVILLE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3168.0,2496.0,1982.0,1,A5,0,2023-01-16,"40.5986957,-74.1316691"
6331,73230,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1975,103,,A5,"172 OAKVILLE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2346.0,1368.0,1978.0,1,A5,0,2023-05-31,"40.5988,-74.137056"
6332,73231,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1975,507,,A1,"192 WALCOTT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4133.0,1300.0,1975.0,1,A1,10,2023-08-02,"40.5972724,-74.1403511"
6333,73232,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1976,47,,A5,"161 WALCOTT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,6852.0,1520.0,1970.0,1,A5,0,2023-03-23,"40.5974906,-74.13894049999999"
6334,73233,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1976,47,,A5,"161 WALCOTT AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,6852.0,1520.0,1970.0,1,A5,630000,2023-08-16,"40.5974906,-74.13894049999999"
6335,73234,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1977,43,,A1,"43 ISMAY, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2182.0,1965.0,1,A1,999000,2023-07-11,"40.5981828,-74.138562"
6336,73235,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1977,55,,A1,"15 ISMAY, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2130.0,1965.0,1,A1,0,2023-10-18,"40.5980922,-74.1395713"
6337,73236,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1978,31,,A5,"50 DRYSDALE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2592.0,1280.0,1965.0,1,A5,650000,2023-10-23,"40.5992153,-74.138195"
6338,73237,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1981,24,,A5,"42 BOONE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2500.0,1292.0,1970.0,1,A5,0,2022-12-01,"40.6012993,-74.1389749"
6339,73238,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1981,24,,A5,"42 BOONE STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2500.0,1292.0,1970.0,1,A5,0,2023-06-02,"40.6012993,-74.1389749"
6340,73239,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1982,61,,A5,"35 BOONE ST, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,2700.0,1080.0,1960.0,1,A5,0,2023-02-07,"40.601722,-74.139028"
6341,73240,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1984,81,,A1,"52 JOSEPH AVE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,5614.0,2840.0,1996.0,1,A1,0,2023-06-07,"40.601781,-74.13702590000001"
6342,73241,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1984,88,,A1,"70 JOSEPH AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,6584.0,2840.0,1996.0,1,A1,1600000,2023-08-24,"40.6013957,-74.1370089"
6343,73242,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1985,22,,A1,"54 MC DONALD STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4100.0,1664.0,1965.0,1,A1,879000,2023-07-28,"40.6001451,-74.1354425"
6344,73243,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1985,24,,A1,"50 MC DONALD STREET, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4100.0,1664.0,1965.0,1,A1,925000,2023-02-27,"40.6001645,-74.1353048"
6345,73244,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1987,86,,A1,"1018 WILLOWBROOK ROAD, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3825.0,2800.0,2002.0,1,A1,0,2023-07-07,"40.6029187,-74.1394795"
6346,73245,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1988,78,,A3,"21 WASHINGTON AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,5154.0,2880.0,1996.0,1,A3,1600000,2022-12-01,"40.6018112,-74.13609699999999"
6347,73246,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2035,31,,A5,"55 SENECA LOOP, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,975.0,1040.0,1991.0,1,A5,460000,2023-09-19,"40.6046394,-74.1462231"
6348,73247,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2035,41,,A5,"45 SENECA LOOP, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,975.0,1040.0,1991.0,1,A5,0,2023-06-30,"40.6046716,-74.1464524"
6349,73248,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2035,66,,A5,"19 SENECA LOOP, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,672.0,960.0,1991.0,1,A5,0,2022-12-06,"40.605072,-74.146704"
6350,73249,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2087,23,,A1,"68 DREYER AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,4000.0,2133.0,1970.0,1,A1,0,2023-03-14,"40.607412,-74.15136079999999"
6351,73250,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2090,20,,A5,"5 DREYER AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,966.0,1200.0,1985.0,1,A5,520000,2023-10-05,"40.607256,-74.14810899999999"
6352,73251,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2091,34,,A5,"2 DREYER AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,1073.0,1200.0,1988.0,1,A5,565000,2023-10-10,"40.60695,-74.147972"
6353,73252,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2091,37,,A5,"8 DREYER AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,987.0,1200.0,1988.0,1,A5,314008,2023-03-10,"40.6069357,-74.1482415"
6354,73253,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2091,37,,A5,"8 DREYER AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,987.0,1200.0,1988.0,1,A5,550000,2023-10-11,"40.6069357,-74.1482415"
6355,73254,STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2091,78,,A5,"69 HALL AVENUE, NYC, STATEN ISLAND",,10314.0,1.0,0.0,1.0,3473.0,1557.0,2018.0,1,A5,780000,2022-12-02,"40.606566,-74.149485"
6356,73255,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,739,1,,B9,"71 SHERADEN, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,6300.0,1012.0,1975.0,1,B9,0,2023-07-18,"40.6098349,-74.13795999999999"
6357,73256,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,739,15,,B2,"88 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4000.0,1966.0,1970.0,1,B2,780000,2022-12-14,"40.6094162,-74.1375069"
6358,73257,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,739,19,,B2,"96 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4000.0,1972.0,1975.0,1,B2,950000,2023-09-20,"40.6091775,-74.137461"
6359,73258,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,739,71,,B2,"79 SHERADEN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4000.0,1972.0,1975.0,1,B2,0,2023-01-13,"40.60963539999999,-74.1379656"
6360,73259,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,740,14,,B9,"16 SHERADEN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,2500.0,1280.0,1978.0,1,B9,0,2023-06-20,"40.6111965,-74.1386079"
6361,73260,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,741,47,,B3,"29 MARTIN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,8000.0,3184.0,1965.0,1,B3,1400000,2023-09-20,"40.6105704,-74.1399383"
6362,73261,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,742,11,,B1,"10 MARTIN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,6320.0,3408.0,1955.0,1,B1,0,2023-11-15,"40.6111058,-74.1404429"
6363,73262,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,750,87,,B2,"94 WOODWARD AVE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4400.0,1456.0,1955.0,1,B2,620000,2023-06-08,"40.6090083,-74.14314949999999"
6364,73263,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,751,194,,B9,"593 STEWART AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3240.0,1993.0,1986.0,1,B9,0,2022-12-02,"40.6091724,-74.1459228"
6365,73264,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,771,17,,B2,"170 BRADLEY AVE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,5109.0,2288.0,1970.0,1,B2,0,2023-07-14,"40.6076043,-74.1323228"
6366,73265,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,773,62,,B1,"372 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4400.0,2045.0,1970.0,1,B1,900000,2023-02-06,"40.6060491,-74.1342038"
6367,73266,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,776,5,,B9,"15 FILLMORE AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,2956.0,2032.0,1985.0,1,B9,760000,2023-07-18,"40.6038748,-74.13415789999999"
6368,73267,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,776,90,,B2,"400 BUCHANAN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4320.0,2062.0,1980.0,1,B2,0,2023-01-12,"40.605262,-74.134112"
6369,73268,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,777,54,,B2,"659 HARRIS AVE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,6456.0,2580.0,1970.0,1,B2,416000,2023-03-28,"40.606352,-74.1358095"
6370,73269,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,778,84,,B2,"428 SOUTH GANNON AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,6309.0,1860.0,1970.0,1,B2,0,2023-08-09,"40.60732,-74.13660999999999"
6371,73270,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,781,74,,B2,"259 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4143.0,2240.0,1970.0,1,B2,814600,2023-01-09,"40.6045839,-74.13700220000001"
6372,73271,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,782,29,,B2,"272 WARWICK AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3760.0,2520.0,1970.0,1,B2,850000,2023-04-17,"40.6049386,-74.13759859999999"
6373,73272,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,782,50,,B2,"24 PRESIDENT STREET, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3920.0,2110.0,1970.0,1,B2,0,2023-03-21,"40.6039001,-74.13681869999999"
6374,73273,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,782,60,,B2,"44 PRESIDENT STREET, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3920.0,2110.0,1970.0,1,B2,10,2023-10-19,"40.6039518,-74.1360847"
6375,73274,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,782,62,,B2,"48 PRESIDENT STREET, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3920.0,2110.0,1970.0,1,B2,0,2023-01-27,"40.6039712,-74.1359471"
6376,73275,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,790,13,,B2,"791 WOOLLEY AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,3760.0,2056.0,1970.0,1,B2,0,2023-04-10,"40.6033825,-74.1402488"
6377,73276,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,790,40,,B2,"274 MARTIN AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4040.0,2219.0,1965.0,1,B2,0,2023-06-13,"40.6041412,-74.1398603"
6378,73277,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,790,82,,B2,"86 DAWSON STREET, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4410.0,2355.0,1970.0,1,B2,0,2023-04-26,"40.6043138,-74.14168959999999"
6379,73278,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,791,52,,B2,"258 CRAFTON AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4879.0,2608.0,1973.0,1,B2,0,2022-12-25,"40.60446,-74.1421861"
6380,73279,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,791,60,,B2,"274 CRAFTON AVE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4879.0,2340.0,1975.0,1,B2,0,2023-10-17,"40.6040019,-74.14223199999999"
6381,73280,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,793,14,,B2,"256 WOODWARD AVENUE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,5280.0,2344.0,1970.0,1,B2,0,2023-03-16,"40.6046532,-74.1432871"
6382,73281,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,794,115,,B2,"835 WILLOWBROOK ROAD, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,6149.0,2712.0,1970.0,1,B2,0,2022-12-15,"40.6050527,-74.1453056"
6383,73282,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,794,244,,B2,"35 BASCOM PLACE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4680.0,1968.0,1975.0,1,B2,0,2023-09-13,"40.6068399,-74.14535149999999"
6384,73283,STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,794,264,,B2,"12 BASCOM PLACE, NYC, STATEN ISLAND",,10314.0,2.0,0.0,2.0,4429.0,1936.0,1975.0,1,B2,955000,2023-09-28,"40.6062369,-74.1445028"
